Clone	Main Source	Growth Condition	Well	Harmonic Mean	Growth Cond. Classification
RS5PM1	Carbon	Dulcitol, 0.3%	B5	0.3822672163	Class C
RS5PM1	Carbon	Alpha-D-Glucose, 0.3%	B6	0.7750922227	Class A
RS5PM1	Carbon	L-Xylose, 0.3%	B7	0.3565366673	Class C
RS5PM1	Carbon	L-Aspartate, 0.2%	B8	0.3890501023	Class C
RS5PM1	Carbon	D-Fructose, 0.3%	B9	0.4261904352	Class C
RS5PM1	Carbon	L-Valine, 0.2%	B10	0.2669818258	Class D
RS5PM1	Carbon	Sodium Pyruvate, 0.3%	B11	0.2622158112	Class D
RS5PM1	Carbon	Lactate, 0.3%	B12	0.3900189184	Class C
RS5PM1	Carbon	Citrate, 0.3%	C1	0.2194150555	Class D
RS5PM1	Carbon	D-Mannose, 0.3%	C2	0.7745807629	Class A
RS5PM1	Carbon	L-Serine, 0.3%	C3	0.3598788908	Class C
RS5PM1	Carbon	D-Salicin, 0.3%	C4	0.2854429218	Class D
RS5PM1	Carbon	D-Cellubiose, 0.3%	C5	0.2976457794	Class D
RS5PM1	Carbon	Adonitol, 0.3%	C6	0.2865117978	Class D
RS5PM1	Carbon	D-Glucose-6-phosphate, 0.3%	C7	1.0715052043	Class A
RS5PM1	Carbon	L-Sorbose, 0.3%	C8	0.5987535124	Class B
RS5PM1	Carbon	D-Arabitol, 0.3%	C9	0.2731034528	Class D
RS5PM1	Carbon	L-Lysine, 0.3%	C10	0.2719326029	Class D
RS5PM1	Carbon	D-Trehalose, 0.3%	C11	0.9469187682	Class A
RS5PM1	Carbon	Acetate, 0.3%	C12	0.2313135799	Class D
RS5PM1	Carbon	L-Alanine, 0.3%	D1	0.2895396244	Class D
RS5PM1	Carbon	L-Arabinose, 0.3%	D2	0.7473628648	Class B
RS5PM1	Carbon	L-Threonine, 0.3%	D3	0.2908349435	Class D
RS5PM1	Carbon	4 Hydroxy-Phenylacetate, 0.3%	D4	0.2842387521	Class D
RS5PM1	Carbon	D-Ribose, 0.3%	D5	0.3347923117	Class C
RS5PM1	Carbon	Alpha-D-Melebiose, 0.3%	D6	0.4094915473	Class C
RS5PM1	Carbon	D-Alanine, 0.3%	D7	0.4095649005	Class C
RS5PM1	Carbon	L-Fucose, 0.3%	D8	0.4823096252	Class C
RS5PM1	Carbon	L-Asparagine, 0.2%	D9	0.3158177043	Class D
RS5PM1	Carbon	L-Leucine, 0.3%	D10	0.2762938127	Class D
RS5PM1	Carbon	D-Aspartate, 0.2%	D11	0.2772178719	Class D
RS5PM1	Carbon	Inosine, 0.3%	D12	0.2659506505	Class D
RS5PM1	Carbon	Thymidine, 0.3%	E1	0.4411664117	Class C
RS5PM1	Carbon	Sucrose, 0.3%	E2	0.3667494062	Class C
RS5PM1	Carbon	D-Xylose, 0.3%	E3	0.7103956597	Class B
RS5PM1	Carbon	L-Cysteine, 0.3%	E4	0.2929874439	Class D
RS5PM1	Carbon	Alpha-D-Lactose, 0.3%	E5	1.0098538458	Class A
RS5PM1	Carbon	D-Raffinose, 0.3%	E6	0.3209374191	Class C
RS5PM1	Carbon	D-Asparagine, 0.3%	E7	0.3805111117	Class C
RS5PM1	Carbon	i-Erythritol, 0.3%	E8	0.3842025558	Class C
RS5PM1	Carbon	D-Cysteine, 0.3%	E9	0.2784303421	Class D
RS5PM1	Carbon	L-Isoleucine, 0.2%	E10	0.2773815522	Class D
RS5PM1	Carbon	L-Cysteate, 0.3%	E11	0.2694647547	Class D
RS5PM1	Carbon	Adenosine, 0.2%	E12	0.2838488733	Class D
RS5PM1	Carbon	Xylitol, 0.3%	F1	0.3075455186	Class D
RS5PM1	Carbon	L-Glutamine, 0.3%	F2	0.6979175892	Class B
RS5PM1	Carbon	L-Rhamnose, 0.3%	F3	0.3030955445	Class D
RS5PM1	Carbon	Putrescine, 0.3%	F4	0.292644304	Class D
RS5PM1	Carbon	2-Deoxy-D-Ribose, 0.3%	F5	0.5265008726	Class B
RS5PM1	Carbon	L-Arabitol, 0.3%	F6	0.2955938193	Class D
RS5PM1	Carbon	D-Glucosamine, 0.3%	F7	0.921493355	Class A
RS5PM1	Carbon	L-Phenylalanine, 0.3%	F8	0.2815571919	Class D
RS5PM1	Carbon	D-Glutamate, 0.2%	F9	0.2863765646	Class D
RS5PM1	Carbon	D-Arabinose, 0.3%	F10	0.2714705709	Class D
RS5PM1	Carbon	L-Tryptophan, 0.2%	F11	0.2843553087	Class D
RS5PM1	Carbon	L-Pyro-Glutamate, 0.3%	F12	0.4075229258	Class C
RS5PM1	Nitrogen	Negative Control, 0%	G1	0.3019990763	Class D
RS5PM1	Nitrogen	Tyramine, 0.2%	G2	0.2960161764	Class D
RS5PM1	Nitrogen	Uridine, 0.3%	G3	0.2784621706	Class D
RS5PM1	Nitrogen	Inosine, 0.3%	G4	0.2605700618	Class D
RS5PM1	Nitrogen	Histamine, 0.3%	G5	0.2748889713	Class D
RS5PM1	Nitrogen	L-Pyro-Glutamate, 0.3%	G6	0.6286662132	Class B
RS5PM1	Nitrogen	Cytidine, 0.3%	G7	1.0525787509	Class A
RS5PM1	Nitrogen	Adenosine, 0.2%	G8	0.3016014586	Class D
RS5PM1	Nitrogen	L-Arginine, 0.2%	G9	0.3040073358	Class D
RS5PM1	Nitrogen	Thiourea, 0.3%	G10	0.3092988526	Class D
RS5PM1	Nitrogen	Biuret, 0.2%	G11	0.3233505465	Class C
RS5PM1	Nitrogen	Guanidine, 0.3%	G12	0.25436945	Class D
RS5PM1	Nitrogen	L-Histidine, 0.3%	H1	0.30689784	Class D
RS5PM1	Nitrogen	Thymine, 0.2%	H2	0.32616224	Class C
RS5PM1	Nitrogen	L-Glutathione, 0.2%	H3	0.5176794074	Class B
RS5PM1	Nitrogen	Allantoin, 0.2%	H4	0.2650992298	Class D
RS5PM1	Nitrogen	Adenine, 0.2%	H5	0.2879436531	Class D
RS5PM1	Nitrogen	Glycine, 0.3%	H6	0.2819412524	Class D
RS5PM1	Nitrogen	Beta-Phenylethylamine, 0.3%	H7	0.3797484805	Class C
RS5PM1	Nitrogen	L-Proline, 0.2%	H8	0.3219383907	Class C
RS5PM1	Nitrogen	D-Methionine, 0.2%	H9	0.2663517835	Class D
RS5PM1	Nitrogen	Cytosine, 0.2%	H10	0.2940970948	Class D
RS5PM1	Nitrogen	D-Valine, 0.2%	H11	0.2486376463	Class D
RS5PM1	Nitrogen	N-Acetyl-D-Glucosamine, 0.2%	H12	0.2951845983	Class D
RS6PM1	Carbon	Propionic Acid, 0.3%	A1	0.255692694	Class D
RS6PM1	Carbon	L-Glutamate, 0.3%	A2	0.2827792592	Class D
RS6PM1	Carbon	D-Glucose, 0.3%	A3	0.3656466313	Class C
RS6PM1	Carbon	Potasium Sorbate, 0.3%	A4	0.2672929418	Class D
RS6PM1	Carbon	Lactulose, 0.3%	A5	0.4199026734	Class C
RS6PM1	Carbon	Glycerol, 0.3%	A6	0.3306794146	Class C
RS6PM1	Carbon	Myo-Inositol, 0.3%	A7	0.3272999845	Class C
RS6PM1	Carbon	D-Serine, 0.3%	A8	0.6415240056	Class B
RS6PM1	Carbon	D-Galactose, 0.3%	A9	0.3468432762	Class C
RS6PM1	Carbon	Oxalate, 0.2%	A10	0.1972773933	Class D
RS6PM1	Carbon	Malate, 0.3%	A11	0.2992556301	Class D
RS6PM1	Carbon	L-Methionine, 0.2%	A12	0.2089858144	Class D
RS6PM1	Carbon	Glycine, 0.3%	B1	0.2564205843	Class D
RS6PM1	Carbon	Negative Control, 0%	B2	0.2587267459	Class D
RS6PM1	Carbon	Quinic Acid, 0.3%	B3	0.321594378	Class C
RS6PM1	Carbon	Sodium Succinate, 0.3%	B4	0.2758710475	Class D
RS6PM1	Carbon	Dulcitol, 0.3%	B5	0.2508342023	Class D
RS6PM1	Carbon	Alpha-D-Glucose, 0.3%	B6	0.3822931632	Class C
RS6PM1	Carbon	L-Xylose, 0.3%	B7	0.2442480479	Class D
RS6PM1	Carbon	L-Aspartate, 0.2%	B8	0.2719968558	Class D
RS6PM1	Carbon	D-Fructose, 0.3%	B9	0.3781177667	Class C
RS6PM1	Carbon	L-Valine, 0.2%	B10	0.2268040811	Class D
RS6PM1	Carbon	Sodium Pyruvate, 0.3%	B11	0.4570416516	Class C
RS6PM1	Carbon	Lactate, 0.3%	B12	0.3189523375	Class D
RS6PM1	Carbon	Citrate, 0.3%	C1	0.2840894137	Class D
RS6PM1	Carbon	D-Mannose, 0.3%	C2	0.3795584677	Class C
RS6PM1	Carbon	L-Serine, 0.3%	C3	0.4056077983	Class C
RS6PM1	Carbon	D-Salicin, 0.3%	C4	0.3814101508	Class C
RS6PM1	Carbon	D-Cellubiose, 0.3%	C5	0.4158637552	Class C
RS6PM1	Carbon	Adonitol, 0.3%	C6	0.4246001053	Class C
RS6PM1	Carbon	D-Glucose-6-phosphate, 0.3%	C7	1.2241024349	Class A
RS6PM1	Carbon	L-Sorbose, 0.3%	C8	0.2552001502	Class D
RS6PM1	Carbon	D-Arabitol, 0.3%	C9	0.3706996104	Class C
RS6PM1	Carbon	L-Lysine, 0.3%	C10	0.2331408074	Class D
RS6PM1	Carbon	D-Trehalose, 0.3%	C11	0.3916926845	Class C
RS6PM1	Carbon	Acetate, 0.3%	C12	0.3092341831	Class D
RS6PM1	Carbon	L-Alanine, 0.3%	D1	0.3261145738	Class C
RS6PM1	Carbon	L-Arabinose, 0.3%	D2	0.3938500321	Class C
RS6PM1	Carbon	L-Threonine, 0.3%	D3	0.2503970939	Class D
RS6PM1	Carbon	4 Hydroxy-Phenylacetate, 0.3%	D4	0.3953010311	Class C
RS6PM1	Carbon	D-Ribose, 0.3%	D5	0.39173908	Class C
RS6PM1	Carbon	Alpha-D-Melebiose, 0.3%	D6	0.4249080188	Class C
RS6PM1	Carbon	D-Alanine, 0.3%	D7	0.3305853205	Class C
RS6PM1	Carbon	L-Fucose, 0.3%	D8	0.4247502757	Class C
RS6PM1	Carbon	L-Asparagine, 0.2%	D9	0.4729916062	Class C
RS6PM1	Carbon	L-Leucine, 0.3%	D10	0.2356937394	Class D
RS6PM1	Carbon	D-Aspartate, 0.2%	D11	0.240785952	Class D
RS6PM1	Carbon	Inosine, 0.3%	D12	0.3964190431	Class C
RS6PM1	Carbon	Thymidine, 0.3%	E1	0.3862010995	Class C
RS6PM1	Carbon	Sucrose, 0.3%	E2	0.4257018105	Class C
RS6PM1	Carbon	D-Xylose, 0.3%	E3	0.4515374465	Class C
RS6PM1	Carbon	L-Cysteine, 0.3%	E4	0.2607802041	Class D
RS6PM1	Carbon	Alpha-D-Lactose, 0.3%	E5	0.5396749226	Class B
RS6PM1	Carbon	D-Raffinose, 0.3%	E6	0.5410307113	Class B
RS6PM1	Carbon	D-Asparagine, 0.3%	E7	0.2499340477	Class D
RS6PM1	Carbon	i-Erythritol, 0.3%	E8	0.2504054507	Class D
RS6PM1	Carbon	D-Cysteine, 0.3%	E9	0.2425709579	Class D
RS6PM1	Carbon	L-Isoleucine, 0.2%	E10	0.2489346469	Class D
RS6PM1	Carbon	L-Cysteate, 0.3%	E11	0.2401568723	Class D
RS6PM1	Carbon	Adenosine, 0.2%	E12	0.8860082944	Class A
RS6PM1	Carbon	Xylitol, 0.3%	F1	0.2675347158	Class D
RS6PM1	Carbon	L-Glutamine, 0.3%	F2	0.3639250968	Class C
RS6PM1	Carbon	L-Rhamnose, 0.3%	F3	0.4472154089	Class C
RS6PM1	Carbon	Putrescine, 0.3%	F4	0.4599227206	Class C
RS6PM1	Carbon	2-Deoxy-D-Ribose, 0.3%	F5	0.2499967904	Class D
RS6PM1	Carbon	L-Arabitol, 0.3%	F6	0.2518823803	Class D
RS6PM1	Carbon	D-Glucosamine, 0.3%	F7	0.4199134076	Class C
RS6PM1	Carbon	L-Phenylalanine, 0.3%	F8	0.4307047497	Class C
RS6PM1	Carbon	D-Glutamate, 0.2%	F9	0.4480120368	Class C
RS6PM1	Carbon	D-Arabinose, 0.3%	F10	0.2806860343	Class D
RS6PM1	Carbon	L-Tryptophan, 0.2%	F11	0.270325996	Class D
RS6PM1	Carbon	L-Pyro-Glutamate, 0.3%	F12	0.3872743143	Class C
RS6PM1	Nitrogen	Negative Control, 0%	G1	0.3917292906	Class C
RS6PM1	Nitrogen	Tyramine, 0.2%	G2	0.2696802127	Class D
RS6PM1	Nitrogen	Uridine, 0.3%	G3	0.4577937496	Class C
RS6PM1	Nitrogen	Inosine, 0.3%	G4	0.4774654269	Class C
RS6PM1	Nitrogen	Histamine, 0.3%	G5	0.4294392041	Class C
RS6PM1	Nitrogen	L-Pyro-Glutamate, 0.3%	G6	0.5073948435	Class B
RS6PM1	Nitrogen	Cytidine, 0.3%	G7	1.1833955634	Class A
RS6PM1	Nitrogen	Adenosine, 0.2%	G8	1.3572853271	Class A
RS6PM1	Nitrogen	L-Arginine, 0.2%	G9	1.0772926746	Class A
RS6PM1	Nitrogen	Thiourea, 0.3%	G10	0.376853795	Class C
RS6PM1	Nitrogen	Biuret, 0.2%	G11	0.6871161588	Class B
RS6PM1	Nitrogen	Guanidine, 0.3%	G12	0.4489160333	Class C
RS6PM1	Nitrogen	L-Histidine, 0.3%	H1	0.724657671	Class B
RS6PM1	Nitrogen	Thymine, 0.2%	H2	0.8266851312	Class A
RS6PM1	Nitrogen	L-Glutathione, 0.2%	H3	1.2224877275	Class A
RS6PM1	Nitrogen	Allantoin, 0.2%	H4	0.9339684623	Class A
RS6PM1	Nitrogen	Adenine, 0.2%	H5	0.8130239307	Class A
RS6PM1	Nitrogen	Glycine, 0.3%	H6	0.6121922172	Class B
RS6PM1	Nitrogen	Beta-Phenylethylamine, 0.3%	H7	0.3268540622	Class C
RS6PM1	Nitrogen	L-Proline, 0.2%	H8	0.8795655675	Class A
RS6PM1	Nitrogen	D-Methionine, 0.2%	H9	0.392249886	Class C
RS6PM1	Nitrogen	Cytosine, 0.2%	H10	0.9918081269	Class A
RS6PM1	Nitrogen	D-Valine, 0.2%	H11	0.5451773092	Class B
RS6PM1	Nitrogen	N-Acetyl-D-Glucosamine, 0.2%	H12	1.6829191512	Class A
RS7PM1	Carbon	Propionic Acid, 0.3%	A1	0.2666387699	Class D
RS7PM1	Carbon	L-Glutamate, 0.3%	A2	0.2549551087	Class D
RS7PM1	Carbon	D-Glucose, 0.3%	A3	1.054006429	Class A
RS7PM1	Carbon	Potasium Sorbate, 0.3%	A4	0.254996235	Class D
RS7PM1	Carbon	Lactulose, 0.3%	A5	0.2415037914	Class D
RS7PM1	Carbon	Glycerol, 0.3%	A6	0.9607707063	Class A
RS7PM1	Carbon	Myo-Inositol, 0.3%	A7	0.2351336995	Class D
RS7PM1	Carbon	D-Serine, 0.3%	A8	0.5420229563	Class B
RS7PM1	Carbon	D-Galactose, 0.3%	A9	0.8532842007	Class A
RS7PM1	Carbon	Oxalate, 0.2%	A10	0.2215914062	Class D
RS7PM1	Carbon	Malate, 0.3%	A11	0.508141895	Class B
RS7PM1	Carbon	L-Methionine, 0.2%	A12	0.2126444517	Class D
RS7PM1	Carbon	Glycine, 0.3%	B1	0.2708133184	Class D
RS7PM1	Carbon	Negative Control, 0%	B2	0.272397637	Class D
RS7PM1	Carbon	Quinic Acid, 0.3%	B3	0.2694074782	Class D
RS7PM1	Carbon	Sodium Succinate, 0.3%	B4	0.5297042461	Class B
RS7PM1	Carbon	Dulcitol, 0.3%	B5	0.2662098259	Class D
RS7PM1	Carbon	Alpha-D-Glucose, 0.3%	B6	1.0195701827	Class A
RS7PM1	Carbon	L-Xylose, 0.3%	B7	0.2596248186	Class D
RS7PM1	Carbon	L-Aspartate, 0.2%	B8	0.4107367282	Class C
RS7PM1	Carbon	D-Fructose, 0.3%	B9	0.9636742239	Class A
RS7PM1	Carbon	L-Valine, 0.2%	B10	0.2566204096	Class D
RS7PM1	Carbon	Sodium Pyruvate, 0.3%	B11	0.7274895978	Class B
RS7PM1	Carbon	Lactate, 0.3%	B12	0.6626768298	Class B
RS7PM1	Carbon	Citrate, 0.3%	C1	0.2289407558	Class D
RS7PM1	Carbon	D-Mannose, 0.3%	C2	1.0000640226	Class A
RS7PM1	Carbon	L-Serine, 0.3%	C3	0.504251696	Class B
RS7PM1	Carbon	D-Salicin, 0.3%	C4	0.9350711443	Class A
RS7PM1	Carbon	D-Cellubiose, 0.3%	C5	0.2851019804	Class D
RS7PM1	Carbon	Adonitol, 0.3%	C6	0.2868356763	Class D
RS7PM1	Carbon	D-Glucose-6-phosphate, 0.3%	C7	1.0417163391	Class A
RS7PM1	Carbon	L-Sorbose, 0.3%	C8	0.4405339906	Class C
RS7PM1	Carbon	D-Arabitol, 0.3%	C9	0.2762558861	Class D
RS7PM1	Carbon	L-Lysine, 0.3%	C10	0.2807375448	Class D
RS7PM1	Carbon	D-Trehalose, 0.3%	C11	1.0280230856	Class A
RS7PM1	Carbon	Acetate, 0.3%	C12	0.2235543867	Class D
RS7PM1	Carbon	L-Alanine, 0.3%	D1	0.339934828	Class C
RS7PM1	Carbon	L-Arabinose, 0.3%	D2	0.5519907349	Class B
RS7PM1	Carbon	L-Threonine, 0.3%	D3	0.3108133329	Class D
RS7PM1	Carbon	4 Hydroxy-Phenylacetate, 0.3%	D4	0.2866402924	Class D
RS7PM1	Carbon	D-Ribose, 0.3%	D5	0.9207441159	Class A
RS7PM1	Carbon	Alpha-D-Melebiose, 0.3%	D6	0.3021496656	Class D
RS7PM1	Carbon	D-Alanine, 0.3%	D7	0.3469573837	Class C
RS7PM1	Carbon	L-Fucose, 0.3%	D8	0.6607826372	Class B
RS7PM1	Carbon	L-Asparagine, 0.2%	D9	0.4187476768	Class C
RS7PM1	Carbon	L-Leucine, 0.3%	D10	0.2819546887	Class D
RS7PM1	Carbon	D-Aspartate, 0.2%	D11	0.2738363122	Class D
RS7PM1	Carbon	Inosine, 0.3%	D12	1.0434874246	Class A
RS7PM1	Carbon	Thymidine, 0.3%	E1	0.4481046094	Class C
RS7PM1	Carbon	Sucrose, 0.3%	E2	0.3153828119	Class D
RS7PM1	Carbon	D-Xylose, 0.3%	E3	0.8051781028	Class A
RS7PM1	Carbon	L-Cysteine, 0.3%	E4	0.3108499202	Class D
RS7PM1	Carbon	Alpha-D-Lactose, 0.3%	E5	0.3019433212	Class D
RS7PM1	Carbon	D-Raffinose, 0.3%	E6	0.3066596575	Class D
RS7PM1	Carbon	D-Asparagine, 0.3%	E7	0.2953138017	Class D
RS7PM1	Carbon	i-Erythritol, 0.3%	E8	0.2855644518	Class D
RS7PM1	Carbon	D-Cysteine, 0.3%	E9	0.2907495659	Class D
RS7PM1	Carbon	L-Isoleucine, 0.2%	E10	0.2926557707	Class D
RS7PM1	Carbon	L-Cysteate, 0.3%	E11	0.2718696459	Class D
RS7PM1	Carbon	Adenosine, 0.2%	E12	0.8909584902	Class A
RS7PM1	Carbon	Xylitol, 0.3%	F1	0.2848789906	Class D
RS7PM1	Carbon	L-Glutamine, 0.3%	F2	0.3338952187	Class C
RS7PM1	Carbon	L-Rhamnose, 0.3%	F3	0.6876997834	Class B
RS7PM1	Carbon	Putrescine, 0.3%	F4	0.4300895723	Class C
RS7PM1	Carbon	2-Deoxy-D-Ribose, 0.3%	F5	0.403410944	Class C
RS7PM1	Carbon	L-Arabitol, 0.3%	F6	0.2913747207	Class D
RS7PM1	Carbon	D-Glucosamine, 0.3%	F7	0.9402807758	Class A
RS7PM1	Carbon	L-Phenylalanine, 0.3%	F8	0.2994810638	Class D
RS7PM1	Carbon	D-Glutamate, 0.2%	F9	0.2801267106	Class D
RS7PM1	Carbon	D-Arabinose, 0.3%	F10	0.4396581156	Class C
RS7PM1	Carbon	L-Tryptophan, 0.2%	F11	0.3092176661	Class D
RS7PM1	Carbon	L-Pyro-Glutamate, 0.3%	F12	0.286819157	Class D
RS7PM1	Nitrogen	Negative Control, 0%	G1	0.2925554404	Class D
RS7PM1	Nitrogen	Tyramine, 0.2%	G2	0.2995207772	Class D
RS7PM1	Nitrogen	Uridine, 0.3%	G3	0.2978131867	Class D
RS7PM1	Nitrogen	Inosine, 0.3%	G4	0.2941660234	Class D
RS7PM1	Nitrogen	Histamine, 0.3%	G5	0.2757084061	Class D
RS7PM1	Nitrogen	L-Pyro-Glutamate, 0.3%	G6	0.3337490435	Class C
RS7PM1	Nitrogen	Cytidine, 0.3%	G7	1.0526192662	Class A
RS7PM1	Nitrogen	Adenosine, 0.2%	G8	0.9026751451	Class A
RS7PM1	Nitrogen	L-Arginine, 0.2%	G9	0.3291640371	Class C
RS7PM1	Nitrogen	Thiourea, 0.3%	G10	0.2744806874	Class D
RS7PM1	Nitrogen	Biuret, 0.2%	G11	0.345465416	Class C
RS7PM1	Nitrogen	Guanidine, 0.3%	G12	0.3153784612	Class D
RS7PM1	Nitrogen	L-Histidine, 0.3%	H1	0.2794277558	Class D
RS7PM1	Nitrogen	Thymine, 0.2%	H2	0.295074634	Class D
RS7PM1	Nitrogen	L-Glutathione, 0.2%	H3	0.8486892218	Class A
RS7PM1	Nitrogen	Allantoin, 0.2%	H4	0.2480397418	Class D
RS7PM1	Nitrogen	Adenine, 0.2%	H5	0.5776136576	Class B
RS7PM1	Nitrogen	Glycine, 0.3%	H6	0.3522187509	Class C
RS7PM1	Nitrogen	Beta-Phenylethylamine, 0.3%	H7	0.2702623992	Class D
RS7PM1	Nitrogen	L-Proline, 0.2%	H8	0.3677511751	Class C
RS7PM1	Nitrogen	D-Methionine, 0.2%	H9	0.2438591617	Class D
RS7PM1	Nitrogen	Cytosine, 0.2%	H10	0.2988937871	Class D
RS7PM1	Nitrogen	D-Valine, 0.2%	H11	0.2869852139	Class D
RS7PM1	Nitrogen	N-Acetyl-D-Glucosamine, 0.2%	H12	0.9678718915	Class A
